survived,pclass,age,sibsp,parch,fare,adult_male,embark_town,alive,FamilySize,sex_male,embarked_q,embarked_s,class_Second,class_Third,who_man,who_woman,alone_True,FamilyCategory_Small,FamilyCategory_Large,AgeGroup_Teen,AgeGroup_Young Adult,AgeGroup_Adult,AgeGroup_Senior
0,1,1.15710287547376,-0.5345451980491797,-0.5007544611783037,0.083420899339078,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,1,0.6119446643175359,-0.5345451980491797,0.6896894265922036,2.0485572268634304,True,Southampton,no,0.0330656452941511,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,3,-0.9871860884073879,1.4862964043318654,-0.5007544611783037,-0.3759300863410671,True,Southampton,no,0.6901393658830515,1,0,1,0,1,1,0,0,1,0,1,0,0,0
1,1,-0.11493295055742946,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Southampton,yes,0.0330656452941511,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,-0.042245189069932916,0.47587560314134286,-0.5007544611783037,1.7502087616641755,True,Southampton,no,0.0330656452941511,1,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0.8300079487800255,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,3,1.1207589947300116,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
0,1,1.1207589947300116,-0.5345451980491797,-0.5007544611783037,0.38965488979250806,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
1,2,-2.0048147492323394,0.47587560314134286,0.6896894265922036,-0.025948382965718463,False,Southampton,yes,0.6901393658830515,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1,1,-0.4056839965074156,2.496717205522388,1.8801333143627108,2.0485572268634304,False,Southampton,yes,2.661360527649753,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0,2,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
0,2,0.46656914134254285,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1,2,-0.4056839965074156,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,False,Southampton,yes,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,1,0,0
1,2,0.757320187292529,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,False,Southampton,yes,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,0,1,0
1,3,-0.11493295055742946,0.47587560314134286,-0.5007544611783037,-0.45905074089271236,False,Southampton,yes,0.0330656452941511,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,3,-1.9321269877448428,0.47587560314134286,0.6896894265922036,-0.4678002834770961,False,Southampton,yes,0.6901393658830515,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0,3,0.902695710267522,-0.5345451980491797,-0.5007544611783037,-0.784424355749482,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
0,3,-0.47837175799491216,-0.5345451980491797,-0.5007544611783037,-0.7598162672309028,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,1,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,0.36778103333154877,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,-1.0598738498948845,0.47587560314134286,0.6896894265922036,-0.8471279526804678,False,Cherbourg,no,0.6901393658830515,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,3,-0.33299623501991904,0.47587560314134286,-0.5007544611783037,-0.38467962892545077,True,Southampton,no,0.0330656452941511,1,0,1,0,1,1,0,0,1,0,0,1,0,0
1,1,-0.5510595194824087,-0.5345451980491797,0.6896894265922036,1.2427352917699204,False,Southampton,yes,0.0330656452941511,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,2,0.6119446643175359,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,False,Southampton,no,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,0,1,0
0,3,0.757320187292529,0.47587560314134286,4.261021089903725,0.057172271585926776,True,Southampton,no,2.661360527649753,1,0,1,0,1,1,0,0,0,1,0,0,1,0
0,2,-0.042245189069932916,0.47587560314134286,-0.5007544611783037,0.049332681430319054,True,Cherbourg,no,0.0330656452941511,1,0,0,1,0,1,0,0,1,0,0,1,0,0
0,3,1.1207589947300116,-0.5345451980491797,0.6896894265922036,-0.531050726819606,False,Cherbourg,no,0.0330656452941511,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,3,0.3938813798550463,-0.5345451980491797,-0.5007544611783037,-0.8549675428360756,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,0.03044257241756362,-0.5345451980491797,-0.5007544611783037,-0.8462180002516918,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,1,2.21107541704246,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,0.0330656452941511,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.8471279526804678,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,1,0,1,1,0,0,0,1,0,0
1,1,-0.4056839965074156,-0.5345451980491797,-0.5007544611783037,1.8683275865533557,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1,-0.33299623501991904,0.47587560314134286,-0.5007544611783037,1.2620586565675318,True,Cherbourg,yes,0.0330656452941511,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,-0.8418105654323949,0.47587560314134286,-0.5007544611783037,-0.8792125253374029,True,Southampton,no,0.0330656452941511,1,0,1,0,1,1,0,0,1,0,1,0,0,0
0,3,-0.7691228039448983,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,1,-0.5510595194824087,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,3,-1.9321269877448428,2.496717205522388,0.6896894265922036,-0.24140586910616751,False,Southampton,no,2.0042868070608524,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,1,-0.11493295055742946,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,0.0330656452941511,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,3,-0.5510595194824087,-0.5345451980491797,-0.5007544611783037,-0.8462180002516918,False,Southampton,yes,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,1,-0.18762071204492597,-0.5345451980491797,1.8801333143627108,2.0485572268634304,True,Cherbourg,no,0.6901393658830515,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,3,-0.6964350424574017,-0.5345451980491797,-0.5007544611783037,-0.9878512208364033,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.7691228039448983,-0.5345451980491797,-0.5007544611783037,-0.8232504509676845,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,1,0.902695710267522,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,3,-2.0775025107198357,-0.5345451980491797,1.8801333143627108,-0.47472554643263587,False,Cherbourg,yes,0.6901393658830515,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,0.1758180953925567,-0.5345451980491797,-0.5007544611783037,-0.8166882940293968,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,1,0.3938813798550463,0.47587560314134286,-0.5007544611783037,1.1114921530041646,False,Southampton,yes,0.0330656452941511,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,2,-0.8418105654323949,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,1,0,0,0
0,3,-2.0775025107198357,4.517558807903433,1.8801333143627108,0.8883788171023798,False,Southampton,no,3.9755079688275536,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.8252540962195085,True,Queenstown,no,-0.6240080752947493,1,1,0,0,1,1,0,1,0,0,0,1,0,0
1,2,-0.9144983269198913,-0.5345451980491797,-0.5007544611783037,-0.6384163638725786,False,Cherbourg,yes,-0.6240080752947493,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,1,0.46656914134254285,0.47587560314134286,1.8801333143627108,2.0485572268634304,True,Southampton,yes,1.3472130864719518,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1,3,-0.6237472809699052,-0.5345451980491797,-0.5007544611783037,-0.8223404985389087,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.11493295055742946,1.4862964043318654,-0.5007544611783037,-0.8166882940293968,True,Southampton,no,0.6901393658830515,1,0,1,0,1,1,0,0,1,0,0,1,0,0
1,1,-0.47837175799491216,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,0.0330656452941511,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,3,-0.4056839965074156,-0.5345451980491797,1.8801333143627108,-0.4328021131395613,False,Southampton,yes,0.6901393658830515,0,0,1,0,1,0,1,0,1,0,0,1,0,0
0,3,-0.5510595194824087,-0.5345451980491797,-0.5007544611783037,-0.8223404985389087,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,0.10313033390506016,-0.5345451980491797,-0.5007544611783037,-0.8197856321042687,False,Southampton,no,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,2,1.1934467562175082,-0.5345451980491797,-0.5007544611783037,-0.025948382965718463,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,0,1,0
0,2,-0.47837175799491216,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
1,2,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.6099803504733315,False,Southampton,yes,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,1,0,0
1,3,0.6846324258050325,-0.5345451980491797,-0.5007544611783037,-0.8166882940293968,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
0,3,-0.26030847353242254,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.6237472809699052,0.47587560314134286,-0.5007544611783037,-0.7335676394777515,False,Southampton,no,0.0330656452941511,0,0,1,0,1,0,1,0,1,0,0,1,0,0
0,3,-0.11493295055742946,0.47587560314134286,-0.5007544611783037,-0.46998766912319206,True,Southampton,no,0.0330656452941511,1,0,1,0,1,1,0,0,1,0,0,1,0,0
0,3,-0.6964350424574017,-0.5345451980491797,-0.5007544611783037,-0.784424355749482,False,Southampton,no,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,2,0.3211936183675498,0.47587560314134286,-0.5007544611783037,-0.24468694757531137,True,Southampton,no,0.0330656452941511,1,0,1,1,0,1,0,0,1,0,0,1,0,0
0,3,1.556885563654991,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
1,2,-1.9321269877448428,0.47587560314134286,0.6896894265922036,-0.3431193016496282,False,Southampton,yes,0.6901393658830515,1,0,1,1,0,0,0,0,1,0,0,0,0,0
0,3,-0.6237472809699052,-0.5345451980491797,-0.5007544611783037,-0.8232504509676845,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.8633539794032073,True,Queenstown,no,-0.6240080752947493,1,1,0,0,1,1,0,1,0,0,0,1,0,0
1,1,0.24850585688005322,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Queenstown,yes,0.0330656452941511,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,3,1.048071233242515,-0.5345451980491797,-0.5007544611783037,-0.8166882940293968,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,False,Southampton,no,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,1,0,0
1,2,0.3211936183675498,0.47587560314134286,0.6896894265922036,0.2584117510267523,False,Southampton,yes,0.6901393658830515,0,0,1,1,0,0,1,0,1,0,0,1,0,0
1,2,-0.8418105654323949,-0.5345451980491797,1.8801333143627108,-0.59466865095066,False,Southampton,yes,0.6901393658830515,0,0,1,1,0,0,1,0,1,0,1,0,0,0
0,3,-1.4233126573323671,-0.5345451980491797,1.8801333143627108,-0.1068816518712679,False,Southampton,no,0.6901393658830515,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,3,-0.6237472809699052,-0.5345451980491797,-0.5007544611783037,-0.8250747305965286,True,Queenstown,no,-0.6240080752947493,1,1,0,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.042245189069932916,-0.5345451980491797,-0.5007544611783037,-0.8188756796754927,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.11493295055742946,0.47587560314134286,0.6896894265922036,-0.533421852859974,False,Southampton,no,0.6901393658830515,0,0,1,0,1,0,1,0,1,0,0,1,0,0
0,3,-0.8418105654323949,0.47587560314134286,0.6896894265922036,-0.2791382715013223,True,Southampton,no,0.6901393658830515,1,0,1,0,1,1,0,0,1,0,1,0,0,0
1,2,-0.11493295055742946,0.47587560314134286,-0.5007544611783037,-0.025948382965718463,False,Southampton,yes,0.0330656452941511,0,0,1,1,0,0,1,0,1,0,0,1,0,0
1,2,-0.7691228039448983,-0.5345451980491797,-0.5007544611783037,-0.025948382965718463,False,Southampton,yes,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,1,0,0
1,3,0.1758180953925567,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,1,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.001887140858663212,True,Southampton,yes,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1,2,0.902695710267522,0.47587560314134286,-0.5007544611783037,-0.025948382965718463,False,Southampton,yes,0.0330656452941511,0,0,1,1,0,0,1,0,1,0,0,0,1,0
0,3,-0.9144983269198913,-0.5345451980491797,-0.5007544611783037,-0.8516864643669316,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,1,0,0,0
0,1,1.4841978021674944,0.47587560314134286,-0.5007544611783037,1.282108233399647,True,Southampton,no,0.0330656452941511,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1,1,-1.1325616113823809,0.47587560314134286,1.8801333143627108,2.0485572268634304,False,Southampton,yes,1.3472130864719518,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,3,-0.6237472809699052,1.4862964043318654,1.8801333143627108,0.34043871275534965,False,Southampton,no,2.0042868070608524,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1,2,-0.4056839965074156,1.4862964043318654,3.070577202133218,-0.3431193016496282,False,Southampton,yes,2.661360527649753,0,0,1,1,0,0,1,0,0,1,0,1,0,0
0,1,2.501826462992446,0.47587560314134286,4.261021089903725,2.0485572268634304,True,Southampton,no,2.661360527649753,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,2,0.10313033390506016,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
1,2,1.1207589947300116,0.47587560314134286,0.6896894265922036,-0.015011454735238816,False,Southampton,yes,0.6901393658830515,0,0,1,1,0,0,1,0,1,0,0,0,1,0
0,3,-0.6964350424574017,-0.5345451980491797,-0.5007544611783037,-0.7477856461773751,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.33299623501991904,0.47587560314134286,-0.5007544611783037,-0.8232504509676845,True,Southampton,no,0.0330656452941511,1,0,1,0,1,1,0,0,1,0,0,1,0,0
1,2,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,False,Southampton,yes,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,1,0,0
1,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.8084855978565371,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,1,-1.8594392262573463,-0.5345451980491797,1.8801333143627108,2.0485572268634304,False,Southampton,yes,0.6901393658830515,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,2,-1.2052493728698774,-0.5345451980491797,0.6896894265922036,-0.31030851695818923,False,Southampton,yes,0.0330656452941511,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1,1,0.3211936183675498,-0.5345451980491797,-0.5007544611783037,-0.001887140858663212,True,Southampton,yes,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1,3,-1.7867514647698497,1.4862964043318654,0.6896894265922036,-0.320882339171417,False,Cherbourg,yes,1.3472130864719518,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1.6295733251424873,-0.5345451980491797,-0.5007544611783037,0.17091632518291516,True,Southampton,yes,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,2,0.46656914134254285,0.47587560314134286,1.8801333143627108,0.05061011464763905,True,Southampton,no,1.3472130864719518,1,0,1,1,0,1,0,0,1,0,0,0,1,0
0,3,-0.11493295055742946,0.47587560314134286,-0.5007544611783037,-0.28989145933752986,True,Southampton,no,0.0330656452941511,1,0,1,0,1,1,0,0,1,0,0,1,0,0
0,1,0.03044257241756362,-0.5345451980491797,-0.5007544611783037,0.05061011464763905,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1.4115100406799979,0.47587560314134286,-0.5007544611783037,2.0485572268634304,True,Cherbourg,yes,0.0330656452941511,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,3,-0.042245189069932916,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,True,Cherbourg,yes,-0.6240080752947493,1,0,0,0,1,1,0,1,0,0,0,1,0,0
0,1,2.574514224479943,-0.5345451980491797,-0.5007544611783037,-0.001887140858663212,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1,1,-0.11493295055742946,0.47587560314134286,-0.5007544611783037,1.1054768424774006,False,Southampton,yes,0.0330656452941511,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,2,1.4841978021674944,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,False,Southampton,yes,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,0,1,0
1,1,1.3388222791925013,-0.5345451980491797,-0.5007544611783037,-0.001887140858663212,True,Southampton,yes,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,0.3211936183675498,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,1,1.2661345177050047,-0.5345451980491797,-0.5007544611783037,0.5208980285582638,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,2,1.3388222791925013,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,0,1,0
0,3,0.6119446643175359,-0.5345451980491797,-0.5007544611783037,-0.8549675428360756,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
0,1,1.9203243710924736,-0.5345451980491797,-0.5007544611783037,-0.001887140858663212,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.8254378366137806,True,Queenstown,no,-0.6240080752947493,1,1,0,0,1,1,0,1,0,0,0,1,0,0
1,3,-2.09567445109171,1.4862964043318654,0.6896894265922036,-0.320882339171417,False,Cherbourg,yes,1.3472130864719518,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,0.6119446643175359,-0.5345451980491797,-0.5007544611783037,-0.784424355749482,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
1,2,0.24850585688005322,0.47587560314134286,1.8801333143627108,0.05061011464763905,False,Southampton,yes,1.3472130864719518,0,0,1,1,0,0,1,0,1,0,0,1,0,0
1,2,-0.47837175799491216,-0.5345451980491797,-0.5007544611783037,-0.5600335866303771,False,Cherbourg,yes,-0.6240080752947493,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0,3,-0.5510595194824087,-0.5345451980491797,-0.5007544611783037,-0.7330207930662275,False,Southampton,no,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,1,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,1.1114921530041646,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,-0.042245189069932916,0.47587560314134286,-0.5007544611783037,-0.8551512832303476,True,Southampton,no,0.0330656452941511,1,0,1,0,1,1,0,0,1,0,0,1,0,0
0,3,-0.5510595194824087,-0.5345451980491797,-0.5007544611783037,-0.8343711195924363,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,3,-2.0048147492323394,-0.5345451980491797,0.6896894265922036,-0.625838896407527,False,Southampton,yes,0.0330656452941511,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,3,-1.4960004188198637,4.517558807903433,1.8801333143627108,0.8883788171023798,False,Southampton,no,3.9755079688275536,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,3,1.4841978021674944,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
1,3,2.4291387015049497,-0.5345451980491797,-0.5007544611783037,-0.7439577212967071,False,Southampton,yes,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,0,0,1
1,1,-0.33299623501991904,0.47587560314134286,-0.5007544611783037,2.0485572268634304,True,Cherbourg,yes,0.0330656452941511,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1,0.3938813798550463,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Southampton,yes,0.0330656452941511,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,2.0656998940674667,-0.5345451980491797,-0.5007544611783037,0.13591815484538025,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,3,-1.4960004188198637,0.47587560314134286,0.6896894265922036,-0.4678002834770961,False,Southampton,yes,0.6901393658830515,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0,3,-0.6237472809699052,-0.5345451980491797,-0.5007544611783037,-0.8462180002516918,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,1,1.847636609604977,-0.5345451980491797,-0.5007544611783037,0.17091632518291516,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,1,3.0106407934049217,-0.5345451980491797,-0.5007544611783037,1.00230661109364,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.5308713611966261,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,1,1,0,1,0,0,0,1,0,0
1,1,1.7749488481174804,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,0.0330656452941511,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.502798453814631,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,1,-0.33299623501991904,0.47587560314134286,1.8801333143627108,2.0485572268634304,False,Southampton,no,1.3472130864719518,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,3,-0.4056839965074156,-0.5345451980491797,-0.5007544611783037,-0.8223404985389087,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.6237472809699052,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,False,Queenstown,no,-0.6240080752947493,0,1,0,0,1,0,1,1,0,0,0,1,0,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.8296288675117003,False,Queenstown,no,-0.6240080752947493,0,1,0,0,1,0,1,1,0,0,0,1,0,0
0,3,0.5392569028300394,-0.5345451980491797,-0.5007544611783037,-0.7439577212967071,False,Southampton,no,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,0,1,0
1,1,-0.9871860884073879,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Southampton,yes,-0.6240080752947493,0,0,1,0,0,0,1,1,0,0,1,0,0,0
0,1,-0.8418105654323949,0.47587560314134286,-0.5007544611783037,2.0485572268634304,True,Cherbourg,no,0.0330656452941511,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1,2,0.24850585688005322,-0.5345451980491797,1.8801333143627108,-0.025948382965718463,False,Southampton,yes,0.6901393658830515,0,0,1,1,0,0,1,0,1,0,0,1,0,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.1779716853693856,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,3,-0.26030847353242254,-0.5345451980491797,-0.5007544611783037,1.3081731207585263,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,3,-0.042245189069932916,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,True,Queenstown,yes,-0.6240080752947493,1,1,0,0,1,1,0,1,0,0,0,1,0,0
1,1,0.46656914134254285,-0.5345451980491797,-0.5007544611783037,-0.013370915500666809,True,Southampton,yes,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
1,1,1.7749488481174804,0.47587560314134286,-0.5007544611783037,1.4352252286263623,False,Cherbourg,yes,0.0330656452941511,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,3,-0.4056839965074156,-0.5345451980491797,-0.5007544611783037,-0.8354648124154843,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,1,1.2661345177050047,-0.5345451980491797,-0.5007544611783037,0.3249432728384061,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
1,2,0.3211936183675498,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,False,Southampton,yes,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,1,0,0
